FMID,city,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP
1000284,Amherst Center,Massachusetts,1002,-72.519422,42.374858,Y,Y,Y,Y,Y
1009833,Amherst,Massachusetts,1002,-72.511105,42.384866,Y,N,N,N,Y
1006748,Amherst,Massachusetts,1004,-72.519778,42.379974,Y,Y,Y,Y,Y
1002354,Barre,Massachusetts,1005,-72.105138,42.421809,N,Y,Y,Y,N
1012635,Belchertown,Massachusetts,1007,-72.40138,42.277868,Y,N,N,Y,Y
1005483,Brimfield,Massachusetts,1010,-72.199901,42.122751,Y,Y,Y,Y,Y
1004079,CHICOPEE,Massachusetts,1013,-72.60012817,42.19358063,N,Y,Y,Y,Y
1005475,Easthampton,Massachusetts,1027,-72.669625,42.265448,N,Y,Y,Y,N
1007608,Florence,Massachusetts,1027,-72.6732,42.3359,N,N,N,N,N
1016913,Granville,Massachusetts,1034,-72.8587589,42.0525267,Y,Y,N,Y,N
1011742,Hampden,Massachusetts,1036,-72.4480607,42.0648118,Y,Y,N,Y,N
1004984,Hardwick,Massachusetts,1037,-72.2066,42.3834,N,N,N,N,N
1008416,Holyoke,Massachusetts,1040,-72.608042,42.20662,Y,Y,Y,Y,Y
1006902,Holyoke,Massachusetts,1040,-72.6404,42.1781,N,N,N,N,N
1006970,Holyoke,Massachusetts,1040,-72.6451,42.1696,N,N,N,N,N
1007770,Leverett,Massachusetts,1054,-72.5344,42.4115,N,N,N,N,N
1004396,Monson,Massachusetts,1057,-72.320326,42.103532,Y,Y,N,Y,N
1007617,Northampton,Massachusetts,1060,-72.6322,42.3204,N,N,N,N,N
1007618,Northampton,Massachusetts,1060,-72.6306,42.3181,N,N,N,N,N
1012164,Northampton,Massachusetts,1060,-72.630195,42.318193,Y,N,N,N,Y
1010744,Northampton,Massachusetts,1060,-72.655746,42.331782,Y,N,N,N,Y
1009897,"South Hadley, MA",Massachusetts,1075,-72.575386,42.259051,Y,Y,N,Y,Y
1010283,Palmer/ Three Rivers,Massachusetts,1080,-72.63159,42.135074,Y,Y,Y,Y,Y
1004285,Ware,Massachusetts,1082,-72.25011,42.25655,N,Y,N,Y,N
1018841,Westfield ,Massachusetts,1085,-72.7516316,42.1196339,Y,Y,Y,Y,Y
1011743,Wilbraham ,Massachusetts,1095,-72.4613702,42.1515647,Y,N,N,N,N
1000026,Springfield,Massachusetts,1101,-72.606701,42.107564,N,N,N,N,N
1012100,Springfield,Massachusetts,1102,-72.581067,42.108668,Y,Y,Y,Y,Y
1001646,Springfield,Massachusetts,1108,-72.55887,42.0797,Y,Y,Y,Y,Y
1012758,Springfield,Massachusetts,1109,-72.569068,42.110615,Y,N,N,N,Y
1001622,Pittsfield,Massachusetts,1201,-73.253489,42.448217,N,Y,N,Y,N
1008258,Pittsfield ,Massachusetts,1201,-73.2503563,42.4511915,Y,Y,N,Y,Y
1010354,Adams,Massachusetts,1220,-73.118003,42.6244919,N,Y,N,Y,N
1005773,Great Barrington,Massachusetts,1230,-73.3288593,42.2441394,Y,N,N,N,Y
1009857,Great Barrington ,Massachusetts,1230,-73.364776,42.190138,Y,N,N,N,Y
1007001,Great Barrington,Massachusetts,1230,-73.3444,42.2135,N,N,N,N,N
1002029,Great Barrington,Massachusetts,1230,-73.3694,42.1898,N,N,N,N,N
1011331,Hancock,Massachusetts,1237,-73.302742,42.570163,Y,N,N,N,N
1006954,Lee,Massachusetts,1238,-73.2497,42.3058,N,N,N,N,N
1010296,Lee ,Massachusetts,1238,-73.2541579,42.2794247,Y,N,N,N,N
1018704,Lenox ,Massachusetts,1240,-73.283228,42.360947,Y,N,Y,Y,Y
1012420,Monterey ,Massachusetts,1245,-73.202859,42.132731,Y,N,N,N,N
1017956,North Adams ,Massachusetts,1247,-73.112792,42.700694,Y,N,Y,Y,Y
1016912,Otis,Massachusetts,1253,-73.031942,42.171588,Y,Y,N,Y,N
1018271,Sheffield,Massachusetts,1257,-73.353839,42.110499,Y,Y,Y,Y,Y
1007332,West Stockbridge,Massachusetts,1266,-73.368445,42.333524,Y,Y,N,Y,Y
1011835,Williamstown,Massachusetts,1267,-73.2035441,42.7088388,Y,N,N,N,Y
1008305,Williamstown,Massachusetts,1267,-73.204879,42.709661,Y,N,N,N,N
1010024,Greenfield,Massachusetts,1301,-72.6008978,42.5875055,Y,Y,Y,Y,Y
1018114,Greenfield,Massachusetts,1301,-72.6039289,42.5883382,Y,N,N,N,Y
1000887,Ashfield,Massachusetts,1330,-72.790325,42.525744,N,Y,N,N,N
1000750,Athol,Massachusetts,1331,-72.2158367,42.5892837,Y,Y,N,Y,Y
1007619,Phillipston,Massachusetts,1331,-72.1421,42.5728,N,N,N,N,N
1001424,Bernardston,Massachusetts,1337,-72.5489526,42.6710011,Y,Y,Y,Y,Y
1002022,Conway,Massachusetts,1341,-72.6981,42.5091,N,N,N,N,N
1004428,Northfield,Massachusetts,1360,-72.450929,42.70338,N,Y,Y,Y,N
1002101,Orange,Massachusetts,1364,-72.3033449,42.590734,Y,Y,Y,Y,Y
1012060,Petersham,Massachusetts,1366,-72.186669,42.488744,Y,N,N,N,N
1004885,Shelburne Falls,Massachusetts,1370,-72.7372,42.608,N,Y,Y,Y,N
1009808,Turners Falls,Massachusetts,1376,-72.556098,42.609053,Y,Y,N,Y,Y
1006261,Fitchburg,Massachusetts,1420,-71.7993,42.5823,N,Y,N,Y,N
1006262,Fitchburg,Massachusetts,1420,-71.8059,42.598,N,N,N,N,N
1007576,Fitchburg,Massachusetts,1420,-71.8064,42.5874,N,N,N,N,N
1016829,Ashburnham,Massachusetts,1430,-71.940856,42.60827,Y,N,N,N,N
1007600,Ashby,Massachusetts,1431,-71.8208,42.6778,N,N,N,N,N
1007435,Ayer,Massachusetts,1432,-71.5894,42.56,N,N,N,N,N
1006886,Boston,Massachusetts,1450,-71.0823,42.348,N,N,N,N,N
1006887,cambridge,Massachusetts,1450,-71.0873,42.3628,N,N,N,N,N
1004324,Groton Ma,Massachusetts,1450,-71.550179,42.626633,Y,Y,N,N,N
1012443,Harvard,Massachusetts,1451,-71.582139,42.496923,Y,N,N,Y,Y
1012646,Leominster ,Massachusetts,1453,-71.760614,42.526424,Y,Y,Y,N,Y
1006904,Lunenburg,Massachusetts,1462,-71.7246,42.5948,N,N,N,N,N
1005508,Pepperell,Massachusetts,1463,-71.58818,42.666928,Y,Y,N,Y,N
1002816,Westminster,Massachusetts,1473,-71.906161,42.541635,Y,Y,Y,Y,Y
1006712,Auburn,Massachusetts,1501,-71.8358,42.2047,N,N,N,N,N
1001314,Blackstone,Massachusetts,1504,-71.5542,42.061,Y,N,N,N,N
1004174,Boylston,Massachusetts,1505,-71.7342857,42.3529735,Y,Y,N,Y,N
1007361,Brookfield,Massachusetts,1506,-72.083026,42.211439,Y,Y,Y,Y,N
1018723,Grafton,Massachusetts,1519,-71.6851343,42.2063991,Y,N,Y,Y,N
1002279,Lancaster,Massachusetts,1523,-71.6583,42.4645,N,N,N,N,N
1001921,Leicester,Massachusetts,1524,-71.90917,42.24583,N,Y,Y,Y,N
1008026,New Braintree,Massachusetts,1531,-71.8333,42.3361,N,N,N,N,N
1006919,Holden,Massachusetts,1531,-71.856014,42.354679,N,N,N,N,N
1007742,New Braintree,Massachusetts,1531,-72.045,42.3237,N,N,N,N,N
1001894,Oxford,Massachusetts,1540,-71.8639,42.1202,N,N,N,N,N
1018255,Shrewsbury,Massachusetts,1545,-71.7223045,42.2914825,Y,Y,N,Y,Y
1006065,Spencer,Massachusetts,1562,-72.2005,42.2694,Y,N,N,N,N
1007577,New Braintree,Massachusetts,1564,-72.1141,42.3535,N,N,N,N,N
1000927,Sterling,Massachusetts,1564,-71.762,42.4362,N,N,N,N,N
1004484,Dudley,Massachusetts,1571,-71.9011877,42.0441124,N,Y,N,Y,N
1018710,Westborough,Massachusetts,1581,-71.615534,42.267404,Y,N,Y,Y,N
1012556,West Boylston ,Massachusetts,1583,-71.8005373,42.3367495,Y,Y,N,Y,N
1000191,West Brookfield,Massachusetts,1585,-72.13915,42.23586,N,Y,N,Y,N
1008885,Worcester,Massachusetts,1602,-71.8498507,42.2526097,Y,Y,N,Y,Y
1008886,Worcester,Massachusetts,1603,-71.8255759,42.2312848,Y,Y,N,Y,Y
1008892,Worcester,Massachusetts,1603,-71.831354,42.2457,Y,Y,N,Y,Y
1009034,Worcester,Massachusetts,1604,-71.797436,42.256235,Y,N,Y,Y,N
1008890,Worcester,Massachusetts,1604,-71.7818616,42.2719811,Y,Y,N,Y,Y
1012532,Worcester ,Massachusetts,1604,-71.7930315,42.248111,Y,Y,N,Y,Y
1008894,Worcester,Massachusetts,1605,-71.788278,42.277007,Y,Y,N,Y,Y
1008882,Worcester,Massachusetts,1605,-71.775521,42.297673,Y,Y,N,Y,Y
1008887,Worcester,Massachusetts,1605,-71.8109548,42.2889588,Y,Y,N,Y,Y
1012660,Worcester,Massachusetts,1606,-71.7738903,42.3154222,Y,Y,N,Y,Y
1007624,Worcester,Massachusetts,1606,-71.7757,42.318,N,N,N,N,N
1005659,Worcester,Massachusetts,1608,-71.800911,42.262272,N,Y,N,Y,N
1008891,Worcester,Massachusetts,1608,-71.801112,42.262366,Y,Y,N,Y,Y
1008893,Worcester,Massachusetts,1608,-71.795536,42.270086,Y,Y,N,Y,Y
1008888,Worcester,Massachusetts,1608,-71.7963682,42.2608786,Y,Y,N,Y,Y
1008889,Worcester,Massachusetts,1608,-71.8002647,42.260919,Y,Y,N,Y,Y
1007728,Worcester,Massachusetts,1608,-71.7593,42.2772,N,N,N,N,N
1008883,Worcester,Massachusetts,1610,-71.7663802,42.3029456,Y,Y,N,Y,Y
1008880,Worcester,Massachusetts,1610,-71.816359,42.263769,Y,Y,N,Y,Y
1008881,Worcester,Massachusetts,1610,-71.813676,42.258897,Y,Y,N,Y,Y
1008884,Worcester,Massachusetts,1610,-71.758319,42.272996,Y,Y,N,Y,Y
1012537,Worcester ,Massachusetts,1610,-71.821553,42.247532,Y,Y,N,Y,Y
1000928,Paxton,Massachusetts,1612,-71.9248,42.3079,N,N,N,N,N
1002569,Worcester,Massachusetts,1613,-71.81059444,42.25648333,Y,Y,Y,Y,Y
1012426,Framingham ,Massachusetts,1701,-71.433853,42.303524,Y,Y,N,Y,Y
1007609,Framingham,Massachusetts,1702,-71.4222,42.2752,N,N,N,N,N
1003469,Acton,Massachusetts,1720,-71.47415,42.47518,N,Y,N,Y,Y
1009810,Ashland,Massachusetts,1721,-71.461538,42.260027,Y,Y,Y,Y,Y
1011230,Carlisle,Massachusetts,1741,-71.337766,42.52476,Y,Y,Y,Y,N
1008366,Hopkinton,Massachusetts,1748,-71.51777,42.229299,Y,Y,N,Y,Y
1018258,Maynard ,Massachusetts,1754,-71.458801,42.430635,Y,Y,Y,Y,N
1007613,Milford,Massachusetts,1757,-71.5282,42.1324,N,N,N,N,N
1009827,Milford,Massachusetts,1757,-71.513376,42.161351,Y,Y,N,Y,Y
1012077,Natick,Massachusetts,1760,-71.3460359,42.2829114,Y,Y,N,N,Y
1008392,Natick,Massachusetts,1760,-71.3460359,42.2829114,Y,Y,N,N,Y
1004499,Wayland,Massachusetts,1778,-71.369613,42.363095,Y,Y,Y,Y,N
1004024,Woburn,Massachusetts,1801,-71.1593484,42.4918779,Y,N,N,N,Y
1006893,Woburn,Massachusetts,1801,-71.15996,42.491751,Y,N,N,Y,Y
1008931,Woburn,Massachusetts,1801,-71.159933,42.491732,Y,N,N,Y,Y
1011043,Burlington ,Massachusetts,1803,-71.1909468,42.5037262,Y,Y,N,Y,Y
1018698,Andover,Massachusetts,1810,-71.138819,42.653444,Y,N,N,N,Y
1019153,Billerica,Massachusetts,1821,-71.2699971,42.5576951,Y,Y,N,Y,Y
1008122,Billerica,Massachusetts,1821,-71.270134,42.557513,Y,Y,N,Y,Y
1004463,Chelmsford,Massachusetts,1824,-71.38058611,42.57131667,Y,N,N,N,N
1009812,Chelmsford,Massachusetts,1824,-71.352922,42.598007,N,N,N,N,N
1009809,Haverhill,Massachusetts,1832,-71.078779,42.77591,Y,Y,N,Y,Y
1004075,Georgetown,Massachusetts,1833,-70.9666,42.7248,N,N,N,N,N
1006979,West Newbury,Massachusetts,1833,-70.9445,42.8092,N,N,N,N,N
1009941,Lawrence ,Massachusetts,1841,-71.1660442,42.7168489,Y,Y,Y,Y,Y
1002530,Lawrence,Massachusetts,1841,-71.1600763,42.7098045,Y,Y,Y,Y,Y
1009942,Methuen  ,Massachusetts,1845,-71.168301,42.728461,Y,Y,Y,Y,Y
1012398,Lowell ,Massachusetts,1851,-71.3161718,42.6334247,Y,Y,N,Y,Y
1011227,Lowell ,Massachusetts,1852,-71.313587,42.64649,Y,Y,Y,Y,Y
1007755,Merrimac,Massachusetts,1860,-71.0034,42.8348,N,N,N,N,N
1002229,Chelmsford,Massachusetts,1863,-71.3752,42.6322,N,Y,N,Y,N
1012405,Tewksbury ,Massachusetts,1876,-71.2342732,42.611902,Y,N,N,N,N
1009173,Tyngsboro,Massachusetts,1879,-71.4004,42.6514,Y,N,N,N,N
1018699,Tyngsborough ,Massachusetts,1879,-71.4232491,42.6756352,Y,N,N,N,N
1005716,Wakefield,Massachusetts,1880,-71.079174,42.507127,Y,Y,N,Y,Y
1001422,Westford,Massachusetts,1886,-71.43869,42.58109,Y,Y,Y,Y,Y
1008286,Wilmington,Massachusetts,1887,-71.167509,42.55605,Y,Y,N,Y,Y
1019433,Winchester ,Massachusetts,1890,-71.137946,42.452024,Y,Y,N,Y,Y
1002092,Lynn,Massachusetts,1901,-70.94378,42.463643,Y,Y,N,Y,Y
1004538,Saugus,Massachusetts,1906,-71.016355,42.451645,Y,Y,Y,Y,N
1009890,Swampscott,Massachusetts,1907,-70.920445,42.479102,Y,Y,N,Y,N
1018779,Beverly,Massachusetts,1915,-70.8848378,42.5469549,Y,Y,N,Y,Y
1011974,Danvers ,Massachusetts,1923,-70.938435,42.563242,Y,N,N,N,N
1009864,Essex ,Massachusetts,1929,-70.781781,42.631883,Y,N,N,N,N
1005326,Gloucester,Massachusetts,1930,-70.67753,42.60567,Y,Y,N,Y,Y
1005325,Gloucester,Massachusetts,1930,-70.66579,42.612646,Y,Y,N,N,Y
1010078,Ipswich,Massachusetts,1938,-70.836881,42.677911,N,Y,N,N,Y
1018295,Marblehead ,Massachusetts,1945,-70.861983,42.498938,Y,Y,N,Y,Y
1007757,Middleton,Massachusetts,1949,-71.0148,42.5923,N,N,N,N,N
1009955,Newburyport,Massachusetts,1950,-70.865683,42.810473,Y,N,Y,Y,Y
1008284,Peabody ,Massachusetts,1960,-70.92835,42.526209,Y,Y,Y,Y,N
1009816,Rowley ,Massachusetts,1969,-70.88196,42.713629,Y,Y,N,Y,N
1003412,Salem,Massachusetts,1970,-70.894653,42.520665,Y,Y,N,Y,Y
1007623,Topsfield,Massachusetts,1983,-70.9453,42.6296,N,N,N,N,N
1007590,Baltimore,Maryland,2011,-76.5936,39.2835,N,N,N,N,N
1001172,Canton,Massachusetts,2021,-71.1246,42.1766,N,N,N,N,N
1002525,Cohasset town common,Massachusetts,2025,-70.8234,42.2326,N,N,N,N,N
1008296,Dedham,Massachusetts,2026,-71.17718,42.248995,Y,N,Y,Y,Y
1012065,Franklin,Massachusetts,2038,-71.401453,42.08777,Y,N,N,N,Y
1008020,Hingham,Massachusetts,2043,-70.888967,42.247351,Y,Y,Y,Y,Y
1007610,Hull,Massachusetts,2045,-70.8659,42.2777,N,N,N,N,N
1001676,Mansfield,Massachusetts,2048,-71.218,42.0264,N,Y,N,Y,N
1002929,Marshfield,Massachusetts,2050,-70.717317,42.098148,Y,Y,Y,Y,Y
1006713,Medfield,Massachusetts,2052,-71.3061852,42.187269,N,Y,Y,Y,N
1007723,Medway,Massachusetts,2053,-71.4292,42.1474,N,N,N,N,N
1005219,Norwood,Massachusetts,2062,-71.2004066,42.1948182,Y,Y,N,Y,N
1006945,Scituate,Massachusetts,2066,-70.7863,42.2188,N,N,N,N,N
1018700,Sharon,Massachusetts,2067,-71.186029,42.117516,Y,Y,N,Y,N
1010313,Stoughton,Massachusetts,2072,-71.1019731,42.124934,Y,Y,Y,Y,Y
1012452,Walpole ,Massachusetts,2081,-71.244383,42.154787,Y,Y,N,Y,N
1010271,Westwood,Massachusetts,2090,-71.224529,42.219928,N,N,N,N,Y
1018794,Boston,Massachusetts,2108,-71.057376,42.362262,Y,Y,N,Y,Y
1010329,Boston,Massachusetts,2108,-71.057284,42.362389,Y,N,Y,Y,Y
1012476,Boston,Massachusetts,2116,-71.07639,42.349966,Y,Y,N,Y,Y
1006967,Boston,Massachusetts,2118,-71.0747,42.3352,N,N,N,N,N
1011836,Boston,Massachusetts,2118,-71.0658051,42.3421138,Y,N,N,N,N
1008292,Roxbury,Massachusetts,2120,-71.105022,42.334362,N,Y,Y,Y,Y
1006972,Dorchester,Massachusetts,2121,-71.083,42.3091,N,N,N,N,N
1006542,Dorchester,Massachusetts,2122,-71.067939,42.305816,Y,Y,Y,Y,Y
1018706,Dorchester,Massachusetts,2122,-71.060126,42.304202,Y,Y,Y,N,Y
1018712,Dorchester,Massachusetts,2124,-71.06417,42.285469,Y,Y,N,Y,Y
1002563,Dorchester,Massachusetts,2124,-71.07163,42.290184,Y,Y,Y,N,Y
1003991,Dorchester,Massachusetts,2124,-71.0615,42.2987,N,Y,Y,Y,Y
1010285,Dorchester,Massachusetts,2124,-71.071918,42.290066,Y,N,N,N,Y
1005642,Mattapan,Massachusetts,2126,-71.076514,42.3313532,Y,Y,Y,Y,Y
1012103,South Boston,Massachusetts,2127,-71.046817,42.335985,Y,Y,N,Y,Y
1012407,East Boston,Massachusetts,2128,-71.0395,42.37485,Y,Y,N,Y,Y
1007605,Boston,Massachusetts,2129,-71.0648,42.3752,N,N,N,N,N
1012067,Jamaica Plain,Massachusetts,2130,-71.103239,42.314332,Y,N,N,N,Y
1019194,Roslindale,Massachusetts,2131,-71.1304386,42.2862298,Y,Y,N,Y,Y
1002683,Allston,Massachusetts,2134,-71.1299,42.3629,N,Y,N,Y,N
1005134,Boston,Massachusetts,2134,-71.1378418,42.353384,N,Y,N,N,Y
1018829,Brighton,Massachusetts,2135,-71.1691939,42.3506821,Y,Y,N,Y,Y
1010039,Hyde Park,Massachusetts,2136,-71.124244,42.255728,Y,Y,Y,N,Y
1003099,Cambridge,Massachusetts,2138,-71.1227,42.3723,N,N,N,N,N
1012083,Cambridge,Massachusetts,2138,-71.1167153,42.3764326,Y,Y,N,Y,Y
1012479,Cambridge ,Massachusetts,2139,-71.1012855,42.365228,Y,Y,Y,N,Y
1006890,Cambride,Massachusetts,2139,-71.111,42.3552,N,N,N,N,N
1018799,Cambridge ,Massachusetts,2142,-71.082434,42.363433,Y,N,N,N,N
1009787,Somerville,Massachusetts,2143,-71.09469,42.379482,Y,Y,Y,Y,Y
1011935,Somerville,Massachusetts,2144,-71.131331,42.407228,Y,Y,N,Y,Y
1012499,Somerville ,Massachusetts,2144,-71.1231062,42.3958267,Y,Y,Y,Y,Y
1018109,Somerville,Massachusetts,2145,-71.1254072,42.4011098,Y,Y,N,Y,Y
1018118,Somerville,Massachusetts,2145,-71.087092,42.386062,Y,Y,N,Y,Y
1011934,Somerville,Massachusetts,2145,-71.09214,42.396445,Y,Y,N,Y,Y
1001942,Malden,Massachusetts,2148,-71.072949,42.427044,N,N,N,N,Y
1012088,Everett,Massachusetts,2149,-71.04483,42.412739,Y,N,N,N,Y
1010418,Everett,Massachusetts,2149,-71.052841,42.410211,Y,Y,N,Y,Y
1012064,Revere,Massachusetts,2151,-71.013631,42.407274,Y,Y,N,Y,Y
1018705,Winthrop,Massachusetts,2152,-70.985073,42.3767566,Y,N,N,N,N
1010028,Medford,Massachusetts,2155,-71.106033,42.417408,Y,Y,N,N,Y
1004184,Quincy,Massachusetts,2169,-71.00002,42.24825,Y,Y,Y,Y,Y
1007616,Quincy,Massachusetts,2171,-71.0348,42.2776,N,N,N,N,N
1010290,Melrose,Massachusetts,2176,-71.064284,42.457203,Y,Y,N,Y,Y
1018406,Melrose ,Massachusetts,2176,-71.070378,42.458997,Y,Y,N,Y,Y
1012080,Stoneham,Massachusetts,2180,-71.100163,42.480311,Y,N,N,Y,N
1018227,Braintree  ,Massachusetts,2184,-71.004927,42.206437,Y,Y,Y,Y,Y
1002333,Milton MA,Massachusetts,2186,-71.067032,42.269638,N,N,N,Y,Y
1010848,Weymouth,Massachusetts,2189,-70.938824,42.223363,Y,Y,N,Y,Y
1018798,Weymouth ,Massachusetts,2190,-70.945227,42.16403,Y,Y,Y,N,Y
1012167,Boston,Massachusetts,2210,-71.055537,42.352929,Y,Y,N,Y,Y
1012593,Boston,Massachusetts,2215,-71.10847,42.350598,Y,N,N,N,N
1007603,Brockton,Massachusetts,2301,-71.0433,42.0725,N,N,N,N,N
1018260,Brockton,Massachusetts,2301,-71.018816,42.082794,Y,Y,Y,Y,Y
1012093,Carver,Massachusetts,2330,-70.769182,41.888852,Y,N,Y,Y,N
1001953,Hanson,Massachusetts,2341,-70.866,42.0653,N,N,N,N,N
1018707,Holbrook ,Massachusetts,2343,-71.0182392,42.1548164,Y,Y,N,Y,N
1006119,Middleboro,Massachusetts,2346,-70.90908967,41.89242013,Y,Y,Y,Y,N
1010278,Middleborough ,Massachusetts,2346,-70.912916,41.907445,Y,N,N,N,N
1006988,Abington,Massachusetts,2351,-70.9369,42.119,N,N,N,N,N
1009479,Plymouth,Massachusetts,2360,-70.6725,41.9668,Y,N,N,N,N
1009877,Plymouth ,Massachusetts,2360,-70.626472,41.936488,Y,Y,N,Y,Y
1009514,Plymouth,Massachusetts,2360,-70.6556,41.9514,Y,N,N,N,N
1009307,Plymouth,Massachusetts,2360,-70.6664,41.9577,Y,N,N,N,N
1011247,Randolph,Massachusetts,2368,-71.0496975,42.1769389,Y,Y,N,Y,N
1009837,Easton,Massachusetts,2375,-71.11755,42.027854,Y,Y,Y,N,Y
1019116,Lexington,Massachusetts,2420,-71.222374,42.446254,Y,Y,N,Y,Y
1019346,LEXINGTON,Massachusetts,2420,-71.206748,42.429242,Y,N,N,N,Y
1012091,Brookline ,Massachusetts,2446,-71.123897,42.342195,Y,Y,N,Y,Y
1012435,Waltham,Massachusetts,2452,-71.2363048,42.3784677,Y,Y,N,Y,Y
1012049,Newtonville,Massachusetts,2460,-71.216376,42.357832,Y,Y,N,Y,Y
1003043,Newton,Massachusetts,2461,-71.2132,42.3312,Y,Y,N,Y,Y
1018717,West Newton,Massachusetts,2465,-71.229493,42.349361,Y,Y,Y,N,Y
1012438,Watertown,Massachusetts,2472,-71.164724,42.363341,Y,Y,Y,Y,Y
1009968,"Arlington, Ma. ",Massachusetts,2474,-71.164738,42.427739,Y,Y,N,Y,N
1001640,Belmont,Massachusetts,2478,-71.1738075,42.396577,Y,Y,N,Y,Y
1003220,WELLESLEY,Massachusetts,2482,-71.303329,42.29458,Y,N,N,N,Y
1018702,Needham,Massachusetts,2492,-71.236446,42.280988,Y,Y,Y,Y,N
1007604,Buzzards Bay,Massachusetts,2532,-70.6206,41.7462,N,N,N,N,N
1006396,East Falmouth,Massachusetts,2536,-70.5332692,41.6176931,N,N,N,N,Y
1002230,East Falmouth,Massachusetts,2536,-70.5404,41.5794,N,Y,N,Y,N
1018715,Falmouth ,Massachusetts,2540,-70.603804,41.548425,Y,Y,Y,Y,Y
1017966,Nantucket ,Massachusetts,2554,-70.0983564,41.2840228,Y,Y,Y,Y,Y
1017969,Nantucket,Massachusetts,2554,-70.135363,41.263346,Y,Y,Y,Y,Y
1002903,Sandwich,Massachusetts,2563,-70.493,41.7535,N,N,N,N,N
1008367,Sandwich,Massachusetts,2563,-70.487202,41.699059,Y,N,N,N,N
1009406,Vineyard Haven,Massachusetts,2568,-70.6142,41.4478,Y,N,N,N,N
1003663,Hyannis,Massachusetts,2601,-70.287051,41.651431,N,Y,Y,Y,Y
1016876,Brewster,Massachusetts,2631,-70.119613,41.752565,Y,Y,Y,Y,Y
1001846,Harwich,Massachusetts,2645,-70.0767,41.6857,N,N,N,Y,Y
1001473,Orleans,Massachusetts,2653,-69.99411,41.78727,Y,Y,N,Y,Y
1010229,Orleans,Massachusetts,2653,-69.988846,41.78406,Y,N,N,N,Y
1003926,Osterville,Massachusetts,2655,-70.3873,41.6247,Y,N,N,Y,Y
1012446,Provincetown,Massachusetts,2657,-70.1876201,42.051278,Y,Y,Y,Y,Y
1005834,Chatham,Massachusetts,2659,-70.0205404,41.6785086,Y,Y,Y,Y,Y
1004987,South Yarmouth,Massachusetts,2664,-70.18536377,41.66583252,Y,Y,N,N,N
1012516,Truro,Massachusetts,2666,-70.0490107,41.99477,Y,Y,Y,Y,Y
1019114,Wellfleet,Massachusetts,2667,-70.027995,41.939238,Y,Y,N,Y,Y
1018330,Attleboro ,Massachusetts,2703,-71.299235,41.937562,Y,N,Y,Y,N
1012058,Dighton ,Massachusetts,2715,-71.112588,41.835966,Y,N,N,N,N
1002518,Fairhaven,Massachusetts,2719,-70.906663,41.643173,Y,Y,N,N,Y
1002517,Fairhaven,Massachusetts,2719,-70.90300556,41.64212222,Y,Y,N,N,N
1011342,Fall River,Massachusetts,2720,-71.1626637,41.6990801,Y,Y,N,Y,Y
1002099,Fall River,Massachusetts,2721,-71.171236,41.695283,N,N,Y,Y,N
1002100,Fall River,Massachusetts,2721,-71.145873,41.703005,N,N,Y,Y,N
1006895,Fall River,Massachusetts,2722,-71.1563,41.699,N,N,N,N,N
1008809,Somerset,Massachusetts,2726,-71.160158,41.727737,Y,N,N,N,N
1004200,Mattapoisett,Massachusetts,2739,-70.779658,41.672438,Y,N,N,Y,N
1007785,Mattapoisett,Massachusetts,2739,-70.7764,41.6728,N,N,N,N,N
1012738,New Bedford ,Massachusetts,2740,-70.928587,41.644314,Y,Y,N,Y,Y
1019348,New Bedford,Massachusetts,2740,-70.937913,41.661303,Y,Y,N,Y,Y
1002205,New Bedford,Massachusetts,2740,-70.928561,41.644115,N,Y,N,Y,N
1018003,Acushnet,Massachusetts,2743,-70.900856,41.7200523,Y,Y,N,Y,Y
1012737,New Bedford,Massachusetts,2744,-70.937913,41.661303,Y,Y,N,Y,Y
1012739,New Bedford ,Massachusetts,2745,-70.923644,41.675431,Y,Y,N,Y,Y
1003848,New Bedford,Massachusetts,2745,-70.93256,41.67533,N,Y,N,Y,N
1002568,Dartmouth,Massachusetts,2747,-70.94434,41.58768,Y,Y,Y,Y,Y
1002783,North Attleboro,Massachusetts,2760,-71.37045556,41.96785,Y,Y,Y,Y,N
1010272,Plainville,Massachusetts,2762,-71.338617,42.009191,Y,Y,N,Y,Y
1007578,Rehoboth,Massachusetts,2769,-71.2423,41.8476,N,N,N,N,N
1005973,Rochester,Massachusetts,2770,-70.8226,41.7326,N,N,N,N,N
1012275,Swansea,Massachusetts,2777,-71.2342916,41.7321705,Y,N,N,N,N
1012057,Taunton,Massachusetts,2780,-71.094872,41.913428,Y,Y,N,Y,Y
1009735,Taunton,Massachusetts,2784,-71.093555,41.901698,Y,N,N,N,N
1010315,South Westport,Massachusetts,2790,-71.104717,41.53274,Y,Y,N,Y,N
1010483,Kinston,North Carolina,2804,-77.584119,35.260631,Y,N,N,N,N
1000964,Block Island,Rhode Island,2807,-71.579351,41.179863,Y,N,N,N,N
1018991,Bristol,Rhode Island,2809,-71.256882,41.669478,Y,Y,Y,Y,Y
1018015,Charlestown,Rhode Island,2813,-71.630089,41.384884,Y,Y,N,Y,Y
1004708,East Greenwich,Rhode Island,2818,-71.453619,41.660858,Y,Y,N,Y,N
1010143,Greene ,Rhode Island,2827,-71.749493,41.688079,Y,N,N,N,N
1019423,Harrisville ,Rhode Island,2830,-71.677124,41.967496,Y,Y,Y,Y,Y
